datapointID,DOI,inocType,FieldGreenhouse,treatment,noteTreatments,location,exact_location,Ecosystem,EcoGeneral,EcoRegion,FungalType,dominantFungiSource,plantSoil,managed/restoration,SoilDataLocation,priorLandUse,plantSpecies,notes,IsLatestTimePoint,comparisonGroup,Treatment2,soilOrigin,Time,TotBiomass,TotBioError,AboveBio,AboveBioError,BelowBio,BelowBioError,Yield,BioErrorType,biomassN,height,heightError,heightErrorType,heightN,CoverPerc,CoverPercError,CoverPercErrorType,coverPercN,V2a: SpeciesRichness,V2a: Error,V2b: ShannonDiversity,V2b: Error,V2: ErrorType,V2: N,seedlingSurvPerc,seedlingSurvPercError,seedlingSurvPercErrorType,seedlingSurvPercN,LeafArea(cm^2),LeafPhosphorous(mg/kgDryWeight),BasalAreaGrowthSeedlings(mm^2),Stem diameter,communityMycorrhizationIndex,EMFcolonization%,AMFcolonization%,Bray-CurtisDistance,NumberOfMycorrhizalRootTips,Mycorrhizal infection (%),Germination%,NumberofGerminatedSeedlings,Column4,Column5
172,10.1111/1365-2745.13220,sterile,mesocosm,"Control: sterile soil from grassland, plants have two different genotypes: one of inoculum origin, other from away",,"Site A (59°21′16″N, 24°59′02″E), Site B (58°38′32″N, 23°30′56″E) and Site C (58°26′13″N, 23°04′13″E)",0,grassland,grassland,subarctic,AM,other,"mixture (sterilized by gamma irradiation) of fine sand and rendizic leptosol soil from calcerousgrassland 1:2, ",,,,"Campanula rotundifolia L. (Campanulaceae), Carex flacca Schreb. (Cyperaceae), Festuca ovina L. (Poaceae), Galium verum L. (Rubiaceae), Hypericum perforatum L. (Hyperiaceae), Inula salicina L., Leontodon hispidus L. and Pilosella officinarum F.W. Schultz et Sch. Bip. (Asteraceae)",values of individual species can be taken from graphs,,11,0,,24 months,,,3.4,7.71,,,,SE,480,,,,,,,,,,,2.83,0.25,SE,,,,,,,,,,,,,,,,,,,
173,10.1111/1365-2745.13220,sterile,mesocosm,"Control: sterile soil from grassland, activated carbon, plants have two different genotypes: one of inoculum origin, other from away","Activated carbon: Compo, Münster, Germany)","Site A (59°21′16″N, 24°59′02″E), Site B (58°38′32″N, 23°30′56″E) and Site C (58°26′13″N, 23°04′13″E)",0,grassland,grassland,subarctic,AM,other,"mixture (sterilized by gamma irradiation) of fine sand and rendizic leptosol soil from calcerousgrassland 1:2, ",,,,"Campanula rotundifolia L. (Campanulaceae), Carex flacca Schreb. (Cyperaceae), Festuca ovina L. (Poaceae), Galium verum L. (Rubiaceae), Hypericum perforatum L. (Hyperiaceae), Inula salicina L., Leontodon hispidus L. and Pilosella officinarum F.W. Schultz et Sch. Bip. (Asteraceae)",values of individual species can be taken from graphs,,12,0,,24 months,,,3.51,8.15,,,,SE,480,,,,,,,,,,,2.56,0.25,SE,,,,,,,,,,,,,,,,,,,
174,10.1111/1365-2745.13220,soil,mesocosm,Inoculum: Soil from grassland that matches seedling genotype origin (Home-soil),,"Site A (59°21′16″N, 24°59′02″E), Site B (58°38′32″N, 23°30′56″E) and Site C (58°26′13″N, 23°04′13″E)",0,grassland,grassland,subarctic,AM,other,"mixture (sterilized by gamma irradiation) of fine sand and rendizic leptosol soil from calcerousgrassland 1:2, ",,,,"Campanula rotundifolia L. (Campanulaceae), Carex flacca Schreb. (Cyperaceae), Festuca ovina L. (Poaceae), Galium verum L. (Rubiaceae), Hypericum perforatum L. (Hyperiaceae), Inula salicina L., Leontodon hispidus L. and Pilosella officinarum F.W. Schultz et Sch. Bip. (Asteraceae)",values of individual species can be taken from graphs,,13,1,,1 growing Season ?,,,3.18,0.22,,,,SE,480,,,,,,,,,,,,,,,0.86,0.03,SE,,,,,,,,,,,,,,,
175,10.1111/1365-2745.13220,soil,mesocosm,"Inoculum: Soil from grassland that matches seedling genotype origin (Home-soil), activated carbon","Activated carbon: Compo, Münster, Germany)","Site A (59°21′16″N, 24°59′02″E), Site B (58°38′32″N, 23°30′56″E) and Site C (58°26′13″N, 23°04′13″E)",0,grassland,grassland,subarctic,AM,other,"mixture (sterilized by gamma irradiation) of fine sand and rendizic leptosol soil from calcerousgrassland 1:2, ",,,,"Campanula rotundifolia L. (Campanulaceae), Carex flacca Schreb. (Cyperaceae), Festuca ovina L. (Poaceae), Galium verum L. (Rubiaceae), Hypericum perforatum L. (Hyperiaceae), Inula salicina L., Leontodon hispidus L. and Pilosella officinarum F.W. Schultz et Sch. Bip. (Asteraceae)",values of individual species can be taken from graphs,,14,1,,1 growing Season ?,,,3.31,0.23,,,,SE,480,,,,,,,,,,,,,,,0.88,0.03,SE,,,,,,,,,,,,,,,
176,10.1111/1365-2745.13220,sterile,mesocosm,Control: Sterile soil from grassland that matches seedling genotype origin (Home-soil),,"Site A (59°21′16″N, 24°59′02″E), Site B (58°38′32″N, 23°30′56″E) and Site C (58°26′13″N, 23°04′13″E)",0,grassland,grassland,subarctic,AM,other,"mixture (sterilized by gamma irradiation) of fine sand and rendizic leptosol soil from calcerousgrassland 1:2, ",,,,"Campanula rotundifolia L. (Campanulaceae), Carex flacca Schreb. (Cyperaceae), Festuca ovina L. (Poaceae), Galium verum L. (Rubiaceae), Hypericum perforatum L. (Hyperiaceae), Inula salicina L., Leontodon hispidus L. and Pilosella officinarum F.W. Schultz et Sch. Bip. (Asteraceae)",values of individual species can be taken from graphs,,13,0,,1 growing Season ?,,,3.23,0.22,,,,SE,480,,,,,,,,,,,,,,,0.77,0.03,SE,,,,,,,,,,,,,,,
177,10.1111/1365-2745.13220,sterile,mesocosm,"Control: Sterile soil from grassland that matches seedling genotype origin (Home-soil), activated carbon","Activated carbon: Compo, Münster, Germany)","Site A (59°21′16″N, 24°59′02″E), Site B (58°38′32″N, 23°30′56″E) and Site C (58°26′13″N, 23°04′13″E)",0,grassland,grassland,subarctic,AM,other,"mixture (sterilized by gamma irradiation) of fine sand and rendizic leptosol soil from calcerousgrassland 1:2, ",,,,"Campanula rotundifolia L. (Campanulaceae), Carex flacca Schreb. (Cyperaceae), Festuca ovina L. (Poaceae), Galium verum L. (Rubiaceae), Hypericum perforatum L. (Hyperiaceae), Inula salicina L., Leontodon hispidus L. and Pilosella officinarum F.W. Schultz et Sch. Bip. (Asteraceae)",values of individual species can be taken from graphs,,14,0,,1 growing Season ?,,,3.2,0.21,,,,SE,480,,,,,,,,,,,,,,,0.8,0.03,SE,,,,,,,,,,,,,,,
178,10.1111/1365-2745.13220,soil,mesocosm,Inoculum: Soil from grassland that is different from seedling genotype origin (Away-soil),,"Site A (59°21′16″N, 24°59′02″E), Site B (58°38′32″N, 23°30′56″E) and Site C (58°26′13″N, 23°04′13″E)",0,grassland,grassland,subarctic,AM,other,"mixture (sterilized by gamma irradiation) of fine sand and rendizic leptosol soil from calcerousgrassland 1:2, ",,,,"Campanula rotundifolia L. (Campanulaceae), Carex flacca Schreb. (Cyperaceae), Festuca ovina L. (Poaceae), Galium verum L. (Rubiaceae), Hypericum perforatum L. (Hyperiaceae), Inula salicina L., Leontodon hispidus L. and Pilosella officinarum F.W. Schultz et Sch. Bip. (Asteraceae)",values of individual species can be taken from graphs,,15,1,,1 growing Season ?,,,3.98,0.26,,,,SE,480,,,,,,,,,,,,,,,0.89,0.02,SE,,,,,,,,,,,,,,,
179,10.1111/1365-2745.13220,soil,mesocosm,"Inoculum: Soil from grassland that is different from seedling genotype origin (Away-soil), activated carbon","Activated carbon: Compo, Münster, Germany)","Site A (59°21′16″N, 24°59′02″E), Site B (58°38′32″N, 23°30′56″E) and Site C (58°26′13″N, 23°04′13″E)",0,grassland,grassland,subarctic,AM,other,"mixture (sterilized by gamma irradiation) of fine sand and rendizic leptosol soil from calcerousgrassland 1:2, ",,,,"Campanula rotundifolia L. (Campanulaceae), Carex flacca Schreb. (Cyperaceae), Festuca ovina L. (Poaceae), Galium verum L. (Rubiaceae), Hypericum perforatum L. (Hyperiaceae), Inula salicina L., Leontodon hispidus L. and Pilosella officinarum F.W. Schultz et Sch. Bip. (Asteraceae)",values of individual species can be taken from graphs,,16,1,,1 growing Season ?,,,3.36,0.23,,,,SE,480,,,,,,,,,,,,,,,0.84,0.03,SE,,,,,,,,,,,,,,,
180,10.1111/1365-2745.13220,sterile,mesocosm,Control: sterile soil from grassland that is different from seedling genotye origin (Away-soil),,"Site A (59°21′16″N, 24°59′02″E), Site B (58°38′32″N, 23°30′56″E) and Site C (58°26′13″N, 23°04′13″E)",0,grassland,grassland,subarctic,AM,other,"mixture (sterilized by gamma irradiation) of fine sand and rendizic leptosol soil from calcerousgrassland 1:2, ",,,,"Campanula rotundifolia L. (Campanulaceae), Carex flacca Schreb. (Cyperaceae), Festuca ovina L. (Poaceae), Galium verum L. (Rubiaceae), Hypericum perforatum L. (Hyperiaceae), Inula salicina L., Leontodon hispidus L. and Pilosella officinarum F.W. Schultz et Sch. Bip. (Asteraceae)",values of individual species can be taken from graphs,,15,0,,1 growing Season ?,,,3.82,0.26,,,,SE,480,,,,,,,,,,,,,,,0.8,0.03,SE,,,,,,,,,,,,,,,
181,10.1111/1365-2745.13220,sterile,mesocosm,"Control: sterile soil from grassland that is different from seedling genotye origin (Away-soil), activated carbon","Activated carbon: Compo, Münster, Germany)","Site A (59°21′16″N, 24°59′02″E), Site B (58°38′32″N, 23°30′56″E) and Site C (58°26′13″N, 23°04′13″E)",0,grassland,grassland,subarctic,AM,other,"mixture (sterilized by gamma irradiation) of fine sand and rendizic leptosol soil from calcerousgrassland 1:2, ",,,,"Campanula rotundifolia L. (Campanulaceae), Carex flacca Schreb. (Cyperaceae), Festuca ovina L. (Poaceae), Galium verum L. (Rubiaceae), Hypericum perforatum L. (Hyperiaceae), Inula salicina L., Leontodon hispidus L. and Pilosella officinarum F.W. Schultz et Sch. Bip. (Asteraceae)",values of individual species can be taken from graphs,,16,0,,1 growing Season ?,,,3.56,0.24,,,,SE,480,,,,,,,,,,,,,,,0.75,0.04,SE,,,,,,,,,,,,,,,
182,10.1139/B04-047,roots,greenhouse,Inoculum: Chopped roots of Alnus viridis,All roots collected in mature forest characterized by mixed stand of Douglar-fir and lodgepole pine ranging from 70 to 220 years,"51°35′N, 120°74′W",1,forest,forest,temperate,EM,paper,,,,,Pseudotsuga menziesii,Experiment conducted in Year 1,,1,1,hetero,16 weeks,,,0.11,0.01,,,,SE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,
183,10.1139/B04-047,roots,greenhouse,Inoculum: Chopped roots of Arctostaphylos uva-ursi,All roots collected in mature forest characterized by mixed stand of Douglar-fir and lodgepole pine ranging from 70 to 220 years,"51°35′N, 120°74′W",1,forest,forest,temperate,EM,paper,,,,,Pseudotsuga menziesii,Experiment conducted in Year 1,,1,1,hetero,16 weeks,,,0.07,0.01,,,,SE,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.3,,,,
184,10.1139/B04-047,roots,greenhouse,Inoculum: Chopped roots of Betula papyrifera,All roots collected in mature forest characterized by mixed stand of Douglar-fir and lodgepole pine ranging from 70 to 220 years,"51°35′N, 120°74′W",1,forest,forest,temperate,EM,paper,,,,,Pseudotsuga menziesii,Experiment conducted in Year 1,,1,1,hetero,16 weeks,,,0.06,0.01,,,,SE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7,,,,
185,10.1139/B04-047,roots,greenhouse,Inoculum: Chopped roots of Calamagrostis rubescens (Arbuscular mycorrhizal plant),All roots collected in mature forest characterized by mixed stand of Douglar-fir and lodgepole pine ranging from 70 to 220 years,"51°35′N, 120°74′W",1,forest,forest,temperate,(AM),paper,,,,,Pseudotsuga menziesii,Experiment conducted in Year 1,,1,1,hetero,16 weeks,,,0.14,0.01,,,,SE,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,
186,10.1139/B04-047,roots,greenhouse,Inoculum: Chopped roots of Populus tremuloides,All roots collected in mature forest characterized by mixed stand of Douglar-fir and lodgepole pine ranging from 70 to 220 years,"51°35′N, 120°74′W",1,forest,forest,temperate,EM,paper,,,,,Pseudotsuga menziesii,Experiment conducted in Year 1,,1,1,hetero,16 weeks,,,0.08,0.01,,,,SE,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,,,,
187,10.1139/B04-047,roots,greenhouse,Inoculum: Chopped roots of Pseudotsuga menziesii,All roots collected in mature forest characterized by mixed stand of Douglar-fir and lodgepole pine ranging from 70 to 220 years,"51°35′N, 120°74′W",1,forest,forest,temperate,EM,paper,,,,,Pseudotsuga menziesii,Experiment conducted in Year 1,,1,1,con,16 weeks,,,0.09,0.01,,,,SE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.7,,,,
188,10.1139/B04-047,roots,greenhouse,Inoculum: Chopped roots of Salix bebbiana,All roots collected in mature forest characterized by mixed stand of Douglar-fir and lodgepole pine ranging from 70 to 220 years,"51°35′N, 120°74′W",1,forest,forest,temperate,EM,paper,,,,,Pseudotsuga menziesii,Experiment conducted in Year 1,,1,1,hetero,16 weeks,,,0.1,0.01,,,,SE,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,,,,
189,10.1139/B04-047,no,greenhouse,Control: no root addition,All roots collected in mature forest characterized by mixed stand of Douglar-fir and lodgepole pine ranging from 70 to 220 years,"51°35′N, 120°74′W",1,forest,forest,temperate,EM,paper,,,,,Pseudotsuga menziesii,Experiment conducted in Year 1,,1,0,,16 weeks,,,0.08,0.01,,,,SE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
190,10.1139/B04-047,roots,greenhouse,Inoculum: Chopped roots of Alnus viridis,All roots collected in mature forest characterized by mixed stand of Douglar-fir and lodgepole pine ranging from 70 to 220 years,"51°35′N, 120°74′W",1,forest,forest,temperate,EM,paper,,,,,Pseudotsuga menziesii,Experiment conducted in Year 2 (same procedure),,2,1,hetero,16 weeks,,,0.07,0.01,,,,SE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,,,,
191,10.1139/B04-047,roots,greenhouse,Inoculum: Chopped roots of Arctostaphylos uva-ursi,All roots collected in mature forest characterized by mixed stand of Douglar-fir and lodgepole pine ranging from 70 to 220 years,"51°35′N, 120°74′W",1,forest,forest,temperate,EM,paper,,,,,Pseudotsuga menziesii,Experiment conducted in Year 2,,2,1,hetero,16 weeks,,,0.13,0.01,,,,SE,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,,,,
192,10.1139/B04-047,roots,greenhouse,Inoculum: Chopped roots of Betula papyrifera,All roots collected in mature forest characterized by mixed stand of Douglar-fir and lodgepole pine ranging from 70 to 220 years,"51°35′N, 120°74′W",1,forest,forest,temperate,EM,paper,,,,,Pseudotsuga menziesii,Experiment conducted in Year 2,,2,1,hetero,16 weeks,,,0.1,0.01,,,,SE,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,,,,
193,10.1139/B04-047,roots,greenhouse,Inoculum: Chopped roots of Calamagrostis rubescens (Arbuscular mycorrhizal plant),All roots collected in mature forest characterized by mixed stand of Douglar-fir and lodgepole pine ranging from 70 to 220 years,"51°35′N, 120°74′W",1,forest,forest,temperate,(AM),paper,,,,,Pseudotsuga menziesii,Experiment conducted in Year 2,,2,1,hetero,16 weeks,,,0.06,0.01,,,,SE,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,
194,10.1139/B04-047,roots,greenhouse,Inoculum: Chopped roots of Populus tremuloides,All roots collected in mature forest characterized by mixed stand of Douglar-fir and lodgepole pine ranging from 70 to 220 years,"51°35′N, 120°74′W",1,forest,forest,temperate,EM,paper,,,,,Pseudotsuga menziesii,Experiment conducted in Year 2,,2,1,hetero,16 weeks,,,0.07,0.01,,,,SE,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,,,,
195,10.1139/B04-047,roots,greenhouse,Inoculum: Chopped roots of Pseudotsuga menziesii,All roots collected in mature forest characterized by mixed stand of Douglar-fir and lodgepole pine ranging from 70 to 220 years,"51°35′N, 120°74′W",1,forest,forest,temperate,EM,paper,,,,,Pseudotsuga menziesii,Experiment conducted in Year 2,,2,1,con,16 weeks,,,0.09,0.01,,,,SE,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.3,,,,
196,10.1139/B04-047,roots,greenhouse,Inoculum: Chopped roots of Salix bebbiana,All roots collected in mature forest characterized by mixed stand of Douglar-fir and lodgepole pine ranging from 70 to 220 years,"51°35′N, 120°74′W",1,forest,forest,temperate,EM,paper,,,,,Pseudotsuga menziesii,Experiment conducted in Year 2,,2,1,hetero,16 weeks,,,0.05,0.01,,,,SE,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,,,
197,10.1139/B04-047,no,greenhouse,Control: no root addition,All roots collected in mature forest characterized by mixed stand of Douglar-fir and lodgepole pine ranging from 70 to 220 years,"51°35′N, 120°74′W",1,forest,forest,temperate,EM,paper,,,,,Pseudotsuga menziesii,Experiment conducted in Year 2,,2,0,,16 weeks,,,0.08,0.01,,,,SE,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
198,10.1016/S1002-0160(11)60193-8,sterile,greenhouse,Control: sterilized inoculum,,"Laiyang County, Shandong Province, China 36°58′33″N 120°42′49″E",0,agriculture,other,temperate,AM,paper,,,"pH, electrical conductivity, Water-stable soil aggregates, NO3^-, Cl^-, SO4^2-, Ca^2+, Mg^2+, K^+, Na^+",Cucumber plantation (15 years),Cucumis sativus,,,1,0,,75 days,,,11.07,,1.19,,,,5,95.3,,,5,,,,,,,,,,,,,,,104.4,,,,,,,,,0.5,,,,
199,10.1016/S1002-0160(11)60193-8,spores,greenhouse,Inoculation: Glomus etunicatum,,"Laiyang County, Shandong Province, China 36°58′33″N 120°42′49″E",0,agriculture,other,temperate,AM,paper,,,"pH, electrical conductivity, Water-stable soil aggregates, NO3^-, Cl^-, SO4^2-, Ca^2+, Mg^2+, K^+, Na^+",Cucumber plantation (15 years),Cucumis sativus,,,1,1,,75 days,,,16.83,,1.73,,,,5,115,,,5,,,,,,,,,,,,,,,113,,,,,,,,,47.6,,,,
200,10.1016/S1002-0160(11)60193-8,spores,greenhouse,Inoculation: Glomus mosseae,,"Laiyang County, Shandong Province, China 36°58′33″N 120°42′49″E",0,agriculture,other,temperate,AM,paper,,,"pH, electrical conductivity, Water-stable soil aggregates, NO3^-, Cl^-, SO4^2-, Ca^2+, Mg^2+, K^+, Na^+",Cucumber plantation (15 years),Cucumis sativus,,,1,1,,75 days,,,17.27,,1.81,,,,5,128,,,5,,,,,,,,,,,,,,,116.5,,,,,,,,,49.2,,,,
201,10.1016/S1002-0160(11)60193-8,spores,greenhouse,"Inoculation: Glomus etunicatum, Glomus mosseae",,"Laiyang County, Shandong Province, China 36°58′33″N 120°42′49″E",0,agriculture,other,temperate,AM,paper,,,"pH, electrical conductivity, Water-stable soil aggregates, NO3^-, Cl^-, SO4^2-, Ca^2+, Mg^2+, K^+, Na^+",Cucumber plantation (15 years),Cucumis sativus,,,1,1,,75 days,,,18.11,,2.14,,,,5,162.3,,,5,,,,,,,,,,,,,,,123.1,,,,,,,,,61.4,,,,
202,10.1016/S1002-0160(11)60193-8,spores,greenhouse,"Inoculation: Glomus etunicatum, Glomus mosseae, Acaulospora lacunosa",,"Laiyang County, Shandong Province, China 36°58′33″N 120°42′49″E",0,agriculture,other,temperate,AM,paper,,,"pH, electrical conductivity, Water-stable soil aggregates, NO3^-, Cl^-, SO4^2-, Ca^2+, Mg^2+, K^+, Na^+",Cucumber plantation (15 years),Cucumis sativus,,,1,1,,75 days,,,20.23,,2.16,,,,5,174.7,,,5,,,,,,,,,,,,,,,138,,,,,,,,,58.4,,,,
203,10.1016/S1002-0160(11)60193-8,spores,greenhouse,"Inoculation: Glomus etunicatum, Glomus mosseae, Gigaspora margarita",,"Laiyang County, Shandong Province, China 36°58′33″N 120°42′49″E",0,agriculture,other,temperate,AM,paper,,,"pH, electrical conductivity, Water-stable soil aggregates, NO3^-, Cl^-, SO4^2-, Ca^2+, Mg^2+, K^+, Na^+",Cucumber plantation (15 years),Cucumis sativus,,,1,1,,75 days,,,21.37,,2.45,,,,5,178,,,5,,,,,,,,,,,,,,,138.6,,,,,,,,,69.4,,,,
204,10.1016/S1002-0160(11)60193-8,spores,greenhouse,"Inoculation: Glomus etunicatum, Gigaspora margarita, Acaulospora lacunosa",,"Laiyang County, Shandong Province, China 36°58′33″N 120°42′49″E",0,agriculture,other,temperate,AM,paper,,,"pH, electrical conductivity, Water-stable soil aggregates, NO3^-, Cl^-, SO4^2-, Ca^2+, Mg^2+, K^+, Na^+",Cucumber plantation (15 years),Cucumis sativus,,,1,1,,75 days,,,20.63,,2.43,,,,5,178.7,,,5,,,,,,,,,,,,,,,137.6,,,,,,,,,60.3,,,,
